artist,style,genre,movement,tags,url,img,file_name
Edgar Degas,Impressionism,portrait,Realism,,https://www.wikiart.org/en/edgar-degas/diego-martelli-1879-1,https://uploads4.wikiart.org/images/edgar-degas/diego-martelli-1879-1.jpg!Large.jpg,66096-diego-martelli-1879-1.jpg
Pasquale Celommi,Realism,portrait,Academic Art,,https://www.wikiart.org/en/pasquale-celommi/nel-canneto-1896,https://uploads8.wikiart.org/00335/images/pasquale-celommi/pasquale-celommi-nel-canneto-celommip-25.jpg,59455-pasquale-celommi-nel-canneto-celommip-25.jpg
Jamie Wyeth,Contemporary Realism,portrait,Contemporary Realism,"['male-portraits', 'famous-people', 'Andy-Warhol']",https://www.wikiart.org/en/jamie-wyeth/portrait-of-andy-warhol-1976,https://uploads1.wikiart.org/images/jamie-wyeth/portrait-of-andy-warhol-1976.jpg,239439-portrait-of-andy-warhol-1976.jpg
Paul Wunderlich,Surrealism,self-portrait,Surrealism,,https://www.wikiart.org/en/paul-wunderlich/self-portrait-1965,https://uploads5.wikiart.org/images/paul-wunderlich/self-portrait-1965.jpg!Large.jpg,188158-self-portrait-1965.jpg
Marie-Guillemine Benoist,Neoclassicism,portrait,Neoclassicism,,https://www.wikiart.org/en/marie-guillemine-benoist/portrait-of-pauline-bonaparte-princess-borghese,https://uploads4.wikiart.org/00380/images/marie-guillemine-benoist/marie-guillemine-benoist-portrait-of-pauline-bonaparte-princess-borghese-les-classics.jpg!Large.jpg,31987-marie-guillemine-benoist-portrait-of-pauline-bonaparte-princess-borghese-les-classics.jpg
Henry Scott Tuke,Realism,portrait,Impressionism,,https://www.wikiart.org/en/henry-scott-tuke/boy-with-hat,https://uploads4.wikiart.org/00261/images/henry-scott-tuke/henry-scott-tuke-boy-with-hat-02.jpg!Large.jpg,100540-henry-scott-tuke-boy-with-hat-02.jpg
Tsuguharu Foujita,Japonism,portrait,Expressionism,,https://www.wikiart.org/en/tsuguharu-foujita/portrait-de-suzy-solidor-1927,https://uploads4.wikiart.org/00209/images/tsuguharu-foujita/portrait-de-suzy-solidor-1927.jpg,132784-portrait-de-suzy-solidor-1927.jpg
Vasily Polenov,Realism,portrait,Orientalism,"['male-portraits', 'Beard', 'Prophet']",https://www.wikiart.org/en/vasily-polenov/head-of-old-jew-1895,https://uploads6.wikiart.org/images/vasily-polenov/head-of-old-jew-1895.jpg!Large.jpg,55220-head-of-old-jew-1895.jpg
Consuelo Hernández,Realism,portrait,Magic Realism,['Standing'],https://www.wikiart.org/en/consuelo-hernandez/without-destination,https://uploads2.wikiart.org/00120/images/consuelo-hernandez/sin-destino-leo-lienzo-175-x-110-cms-2011.JPG!Large.JPG,176734-sin-destino-leo-lienzo-175-x-110-cms-2011.JPG!Large.JPG
James McNeill Whistler,Symbolism,portrait,Impressionism,"['female-portraits', 'games-and-sport']",https://www.wikiart.org/en/james-mcneill-whistler/harmony-in-yellow-and-gold-the-gold-girl-connie-gilchrist-1873,https://uploads2.wikiart.org/images/james-mcneill-whistler/harmony-in-yellow-and-gold-the-gold-girl-connie-gilchrist-1873.jpg!Large.jpg,91217-harmony-in-yellow-and-gold-the-gold-girl-connie-gilchrist-1873.jpg
Maurice Quentin de La Tour,Rococo,portrait,Rococo,"['male-portraits', 'Face', 'Head', 'Lady', 'Chin', 'Cheek', 'Forehead']",https://www.wikiart.org/en/maurice-quentin-de-la-tour/jean-restout-1,https://uploads3.wikiart.org/images/maurice-quentin-de-la-tour/jean-restout-1.jpg!Large.jpg,25408-jean-restout-1.jpg
Petros Malayan,Expressionism,self-portrait,Expressionism,,https://www.wikiart.org/en/petros-malayan/self-portrait-1979,https://uploads0.wikiart.org/00316/images/petros-malayan/self-portrait-1979.jpg,138162-self-portrait-1979.jpg
Eva Gonzales,Impressionism,"portrait,genre painting",Impressionism,"['flowers-and-plants', 'male-portraits', 'female-portraits', 'furniture-and-decoration', 'Theatre', 'Leisure']",https://www.wikiart.org/en/eva-gonzales/a-box-at-the-italian-theatre-1874,https://uploads8.wikiart.org/images/eva-gonzales/a-box-at-the-italian-theatre-1874.jpg!Large.jpg,97413-a-box-at-the-italian-theatre-1874.jpg
Tamara de Lempicka,Art Deco,portrait,Art Deco,,https://www.wikiart.org/en/tamara-de-lempicka/woman-in-a-yellow-dress-1929,https://uploads8.wikiart.org/images/tamara-de-lempicka/woman-in-a-yellow-dress-1929.jpg,178776-woman-in-a-yellow-dress-1929.jpg
Stanley Spencer,Neo-Romanticism,self-portrait,Neo-Romanticism,"['male-portraits', 'famous-people', 'Chin', 'Gentleman']",https://www.wikiart.org/en/stanley-spencer/self-portrait-1924,https://uploads5.wikiart.org/images/stanley-spencer/self-portrait-1924.jpg!Large.jpg,197972-self-portrait-1924.jpg
Josef Kriehuber,Biedermeier,portrait,Realism,,https://www.wikiart.org/en/josef-kriehuber/matthias-ii,https://uploads2.wikiart.org/00326/images/josef-kriehuber/matthias-ii-litho.JPG!Large.JPG,60935-matthias-ii-litho.JPG!Large.JPG
Enrico Baj,Neo-Dada,portrait,Surrealism,"['Turquoise', 'Textile']",https://www.wikiart.org/en/enrico-baj/generale-1968,https://uploads3.wikiart.org/images/enrico-baj/generale-1968.jpg,187995-generale-1968.jpg
Lasar Segall,Expressionism,portrait,Expressionism,"['Gentleman', 'Chin', 'Forehead']",https://www.wikiart.org/en/lasar-segall/retrato-de-mario-de-andrade-1927,https://uploads7.wikiart.org/images/lasar-segall/retrato-de-mario-de-andrade-1927.jpg!Large.jpg,133891-retrato-de-mario-de-andrade-1927.jpg
Alice Neel,Expressionism,portrait,Expressionism,,https://www.wikiart.org/en/alice-neel/mary-shoemaker-1965,https://uploads0.wikiart.org/images/alice-neel/mary-shoemaker-1965.jpg,134848-mary-shoemaker-1965.jpg
Ilya Repin,Realism,portrait,Realism,['Room'],https://www.wikiart.org/en/ilya-repin/leo-tolstoy-in-his-study-1891,https://uploads2.wikiart.org/images/ilya-repin/leo-tolstoy-in-his-study-1891.jpg!Large.jpg,70519-leo-tolstoy-in-his-study-1891.jpg
Benjamin West,Rococo,portrait,Rococo,"['female-portraits', 'Lady']",https://www.wikiart.org/en/benjamin-west/sarah-ursula-rose-1756,https://uploads6.wikiart.org/images/benjamin-west/sarah-ursula-rose-1756.jpg,27251-sarah-ursula-rose-1756.jpg
Jean-Leon Gerome,Academicism,portrait,Romanticism,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/jean-leon-gerome/portrait-of-mr-leblond,https://uploads0.wikiart.org/images/jean-leon-gerome/portrait-of-mr-leblond.jpg,44722-portrait-of-mr-leblond.jpg
Beauford Delaney,Expressionism,portrait,Modernism,,https://www.wikiart.org/en/beauford-delaney/untitled-portrait-of-a-gentleman-1945,https://uploads5.wikiart.org/00315/images/beauford-delaney/untitled-portrait-of-a-gentleman-c1945.jpg!Large.jpg,173768-untitled-portrait-of-a-gentleman-c1945.jpg
Lovis Corinth,Impressionism,portrait,Impressionism,['Lady'],https://www.wikiart.org/en/lovis-corinth/wilhelmine-with-a-ball-1915,https://uploads2.wikiart.org/images/lovis-corinth/wilhelmine-with-a-ball-1915.jpg,100834-wilhelmine-with-a-ball-1915.jpg
Rupert Bunny,Impressionism,portrait,Impressionism,"['Lady', 'Victorianfashion', 'fashion', 'Dress']",https://www.wikiart.org/en/rupert-bunny/madame-melba-1902,https://uploads1.wikiart.org/images/rupert-bunny/madame-melba-1902.jpg!Large.jpg,103684-madame-melba-1902.jpg
Pierre-Auguste Renoir,Impressionism,portrait,Impressionism,"['Face', 'Lady', 'Chin', 'Cheek', 'Neck']",https://www.wikiart.org/en/pierre-auguste-renoir/portrait-of-a-young-woman-1,https://uploads2.wikiart.org/images/pierre-auguste-renoir/portrait-of-a-young-woman-1.jpg!Large.jpg,95733-portrait-of-a-young-woman-1.jpg
Alfred Freddy Krupa,Neo-Figurative Art,"sketch and study,portrait",New Ink Art,"['Face', 'Head', 'Cheek', 'Chin', 'Forehead']",https://www.wikiart.org/en/alfred-freddy-krupa/oil-petroleum-cardboard-portrait-exercise-at-the-second-year-of-the-academy-1992,https://uploads7.wikiart.org/00234/images/alfred-freddy-krupa/wp-20180611-006-1.jpg!Large.jpg,252242-wp-20180611-006-1.jpg
Jacques-Louis David,Neoclassicism,portrait,Neoclassicism,['male-portraits'],https://www.wikiart.org/en/jacques-louis-david/portrait-of-jacobus-blauw,https://uploads4.wikiart.org/00381/images/jacques-louis-david/portrait-of-jacobus-blauw-jacques-louis-david.jpg!Large.jpg,30940-portrait-of-jacobus-blauw-jacques-louis-david.jpg
Carl-Ludwig Johann Christineck,Rococo,portrait,Rococo,"['male-portraits', 'famous-people', 'Lady', 'Monarch', 'Gentleman']",https://www.wikiart.org/en/carl-ludwig-johann-christineck/alexander-mordvinov-1771,https://uploads8.wikiart.org/images/carl-ludwig-johann-christineck/alexander-mordvinov-1771.jpg!Large.jpg,26672-alexander-mordvinov-1771.jpg
Chaim Soutine,Expressionism,portrait,Expressionism,"['childrenportraits', 'Lady']",https://www.wikiart.org/en/chaim-soutine/girl-in-blue-1939,https://uploads5.wikiart.org/00134/images/chaim-soutine/girl-in-blue.jpg!Large.jpg,134140-girl-in-blue.jpg
John William Godward,Neoclassicism,portrait,Neoclassicism,['female-portraits'],https://www.wikiart.org/en/john-william-godward/golden-hours-1913,https://uploads0.wikiart.org/images/john-william-godward/golden-hours-1913.jpg!Large.jpg,34261-golden-hours-1913.jpg
Gerard van Honthorst,Baroque,portrait,Baroque,,https://www.wikiart.org/en/gerard-van-honthorst/double-portrait-of-frederick-william-elector-of-brandenburg-and-luise-henriette-countess-of-nassau-1647,https://uploads6.wikiart.org/00310/images/gerard-van-honthorst/gerrit-van-honthorst-portret-van-friedrich-wilhelm-i-keurvorst-van-brandenburg-1620-1688-en-zijn-1.jpg!Large.jpg,13104-gerrit-van-honthorst-portret-van-friedrich-wilhelm-i-keurvorst-van-brandenburg-1620-1688-en-zijn-1.jpg
George Romney,Rococo,portrait,Rococo,"['Lady', 'Gentleman']",https://www.wikiart.org/en/george-romney/dr-edmund-law-bishop-of-carlisle-1769-1787-1780,https://uploads5.wikiart.org/images/george-romney/dr-edmund-law-bishop-of-carlisle-1769-1787-1780.jpg!Large.jpg,26901-dr-edmund-law-bishop-of-carlisle-1769-1787-1780.jpg
Andrey Allakhverdov,Expressionism,portrait,Expressionism,,https://www.wikiart.org/en/andrey-allakhverdov-0/4,https://uploads5.wikiart.org/00266/images/andrey-allakhverdov-0/4.jpg!Large.jpg,138940-4.jpg
Amedeo Modigliani,Expressionism,portrait,Expressionism,"['female-portraits', 'Lady']",https://www.wikiart.org/en/amedeo-modigliani/girl-in-the-shirt-red-haired-girl-1918,https://uploads0.wikiart.org/images/amedeo-modigliani/girl-in-the-shirt-red-haired-girl-1918.jpg!Large.jpg,131643-girl-in-the-shirt-red-haired-girl-1918.jpg
Jacques Villon,Post-Impressionism,portrait,Cubism,['Musicalinstrument'],https://www.wikiart.org/en/jacques-villon/the-violinist-le-violoniste-supervielle-1899,https://uploads2.wikiart.org/images/jacques-villon/the-violinist-le-violoniste-supervielle-1899.jpg,152347-the-violinist-le-violoniste-supervielle-1899.jpg
Fernand Leger,Purism,portrait,Cubism,['male-portraits'],https://www.wikiart.org/en/fernand-leger/the-man-in-the-blue-hat-1937,https://uploads4.wikiart.org/images/fernand-leger/the-man-in-the-blue-hat-1937.jpg!Large.jpg,152907-the-man-in-the-blue-hat-1937.jpg
Salvador Dali,Expressionism,portrait,Surrealism,['Cheek'],https://www.wikiart.org/en/salvador-dali/portrait-of-my-cousin-ana-maria-domenech,https://uploads7.wikiart.org/images/salvador-dali/portrait-of-my-cousin-ana-maria-domenech.jpg!Large.jpg,184579-portrait-of-my-cousin-ana-maria-domenech.jpg
Francisco Goya,Romanticism,portrait,Romanticism,"['famous-people', 'female-portraits', 'Countess-of-Chincon', 'Lady', 'Dress', 'Clothing', 'Gown', 'Beauty', 'fashion', 'Hairstyle', 'Standing', 'Longhair']",https://www.wikiart.org/en/francisco-goya/portrait-of-the-countess-of-chincon-1800,https://uploads8.wikiart.org/images/francisco-goya/portrait-of-the-countess-of-chincon-1800.jpg!Large.jpg,35165-portrait-of-the-countess-of-chincon-1800.jpg
William Merritt Chase,Impressionism,portrait,Impressionism,"['female-portraits', 'Handfan', 'Lady']",https://www.wikiart.org/en/william-merritt-chase/a-study-aka-the-artist-s-wife,https://uploads4.wikiart.org/images/william-merritt-chase/a-study-aka-the-artist-s-wife.jpg!Large.jpg,97740-a-study-aka-the-artist-s-wife.jpg
George Stefanescu,Post-Impressionism,self-portrait,Post-Impressionism,"['male-portraits', 'time-and-age', 'magic-and-mistery', 'artists-and-models', 'characters-and-emotions', 'Textile']",https://www.wikiart.org/en/george-stefanescu/self-portrait-2,https://uploads5.wikiart.org/images/george-stefanescu-ramnic/self-portrait-2(2).jpg!Large.jpg,127214-self-portrait-2(2).jpg
Jozsef Rippl-Ronai,Art Nouveau (Modern),portrait,Post-Impressionism,['Lady'],https://www.wikiart.org/en/jozsef-rippl-ronai/terka-linzer-1923,https://uploads6.wikiart.org/images/j-zsef-rippl-r-nai/terka-linzer-1923.jpg,116982-terka-linzer-1923.jpg
Konstantin Makovsky,Realism,portrait,Romanticism,"['male-portraits', 'cossacks']",https://www.wikiart.org/en/konstantin-makovsky/zaporizhzhya-cossack-1884,https://uploads5.wikiart.org/images/vladimir-makovsky/zaporizhzhya-cossack-1884.jpg!Large.jpg,49397-zaporizhzhya-cossack-1884.jpg
Anthony van Dyck,Baroque,portrait,Baroque,"['mother-and-child', 'Lady']",https://www.wikiart.org/en/anthony-van-dyck/portrait-of-susanna-fourment-and-her-daughter-1620,https://uploads2.wikiart.org/images/anthony-van-dyck/portrait-of-susanna-fourment-and-her-daughter-1620.jpg!Large.jpg,14247-portrait-of-susanna-fourment-and-her-daughter-1620.jpg
Franz Xaver Winterhalter,Neoclassicism,portrait,Neoclassicism,"['male-portraits', 'famous-people', 'Cuirass', 'Uniform']",https://www.wikiart.org/en/franz-xaver-winterhalter/portrait-of-prince-henri-duke-of-aumale,https://uploads8.wikiart.org/images/franz-xaver-winterhalter/portrait-of-prince-henri-duke-of-aumale.jpg!Large.jpg,33256-portrait-of-prince-henri-duke-of-aumale.jpg
Thomas Lawrence,Romanticism,portrait,Rococo,"['Lady', 'Monarch']",https://www.wikiart.org/en/thomas-lawrence/charles-abbot-1st-baron-colchester-1824,https://uploads8.wikiart.org/images/thomas-lawrence/charles-abbot-1st-baron-colchester-1824.jpg!Large.jpg,28181-charles-abbot-1st-baron-colchester-1824.jpg
Xavier Mellery,Symbolism,self-portrait,Symbolism,,https://www.wikiart.org/en/xavier-mellery/self-portrait,https://uploads5.wikiart.org/00329/images/xavier-mellery/self-portrait.jpg,80608-self-portrait.jpg
Theophile Steinlen,Art Nouveau (Modern),portrait,Art Nouveau,"['Child', 'Cheek']",https://www.wikiart.org/en/theophile-steinlen/colette-artist-s-daughter-1889,https://uploads5.wikiart.org/images/theophile-steinlen/colette-artist-s-daughter-1889(1).jpg!Large.jpg,142582-colette-artist-s-daughter-1889(1).jpg
Henri Matisse,Fauvism,portrait,Impressionism,['Table'],https://www.wikiart.org/en/henri-matisse/woman-seated-at-her-dressing-table-1924,https://uploads5.wikiart.org/00140/images/henri-matisse/woman-seated-at-her-dressing-table-1924.jpg,105781-woman-seated-at-her-dressing-table-1924.jpg
Pericles Pantazis,Impressionism,portrait,Impressionism,"['Lady', 'Chin']",https://www.wikiart.org/en/pericles-pantazis/girl,https://uploads2.wikiart.org/images/pericles-pantazis/girl.jpg!Large.jpg,97395-girl.jpg
Zinaida Serebriakova,Expressionism,portrait,Symbolism,"['female-portraits', 'Lady', 'Beauty']",https://www.wikiart.org/en/zinaida-serebriakova/a-portrait-of-yvette-choviret-1962,https://uploads8.wikiart.org/images/zinaida-serebriakova/a-portrait-of-yvette-choviret-1962.jpg!Large.jpg,88749-a-portrait-of-yvette-choviret-1962.jpg
John Singer Sargent,Impressionism,portrait,Realism,"['female-portraits', 'Lady', 'beggar']",https://www.wikiart.org/en/john-singer-sargent/a-parisian-beggar-girl-1880,https://uploads0.wikiart.org/images/john-singer-sargent/a-parisian-beggar-girl-1880.jpg!Large.jpg,72768-a-parisian-beggar-girl-1880.jpg
Julio Galan,Surrealism,self-portrait,Surrealism,,https://www.wikiart.org/en/julio-galan/no-s-por-qu-soy-tan-feliz-1993,https://uploads3.wikiart.org/images/julio-galan/no-s-por-qu-soy-tan-feliz-1993.jpg,190403-no-s-por-qu-soy-tan-feliz-1993.jpg
Ludwig Knaus,Realism,portrait,Academic Art,['male-portraits'],https://www.wikiart.org/en/ludwig-knaus/portrait-arthur-strousberg-ausgeschnitten-aus-dem-familienbildnis-strousberg-1870,https://uploads2.wikiart.org/00266/images/ludwig-knaus/ludwig-knaus-arthur-strousberg-1870-cropped.JPG!Large.JPG,57476-ludwig-knaus-arthur-strousberg-1870-cropped.JPG!Large.JPG
Hans Holbein the Younger,Northern Renaissance,portrait,Northern Renaissance,"['male-portraits', 'Gentleman']",https://www.wikiart.org/en/hans-holbein-the-younger/portrait-of-a-member-of-the-wedigh-family-1533,https://uploads6.wikiart.org/images/hans-holbein-the-younger/portrait-of-a-member-of-the-wedigh-family-1533.jpg!Large.jpg,9945-portrait-of-a-member-of-the-wedigh-family-1533.jpg
Henry Raeburn,Romanticism,portrait,Romanticism,,https://www.wikiart.org/en/henry-raeburn/portrait-of-colonel-alexander-campbell-of-possil,https://uploads0.wikiart.org/00288/images/henry-raeburn/portrait-of-colonel-alexander-campbell-of-possil.jpg,35477-portrait-of-colonel-alexander-campbell-of-possil.jpg
Orest Kiprensky,Romanticism,portrait,Romanticism,['Lady'],https://www.wikiart.org/en/orest-kiprensky/portrait-of-darya-nikolaevna-chvostova-1814,https://uploads3.wikiart.org/images/orest-kiprensky/portrait-of-darya-nikolaevna-chvostova-1814.jpg!Large.jpg,37525-portrait-of-darya-nikolaevna-chvostova-1814.jpg
Vincent van Gogh,Realism,portrait,Post-Impressionism,"['male-portraits', 'Clothing', 'Gentleman', 'Outerwear', 'Coat', 'Overcoat', 'Sleeve', 'Suit']",https://www.wikiart.org/en/vincent-van-gogh/orphan-man-holding-top-hat-in-his-hand-1882,https://uploads4.wikiart.org/images/vincent-van-gogh/orphan-man-holding-top-hat-in-his-hand-1882.jpg!Large.jpg,113927-orphan-man-holding-top-hat-in-his-hand-1882.jpg
George Pemba,Social Realism,portrait,Social Realism,['Gentleman'],https://www.wikiart.org/en/george-pemba/reverend-john-knox-bokwe-1978,https://uploads4.wikiart.org/images/george-pemba/reverend-john-knox-bokwe-1978.jpg!Large.jpg,140284-reverend-john-knox-bokwe-1978.jpg
Marianne Stokes,Impressionism,portrait,Impressionism,,https://www.wikiart.org/en/marianne-stokes/two-profiles,https://uploads7.wikiart.org/00266/images/marianne-stokes/schjerfbeck-kaksi-naista-profiilissa.jpg!Large.jpg,99170-schjerfbeck-kaksi-naista-profiilissa.jpg
Barkley L. Hendricks,Photorealism,portrait,Pop Art,"['Afro', 'Hairstyle']",https://www.wikiart.org/en/barkley-l-hendricks/lawdy-mama-1969,https://uploads1.wikiart.org/00287/images/barkley-l-hendricks/lawdy-mama-1969.jpg!Large.jpg,228321-lawdy-mama-1969.jpg
Károly Lotz,Romanticism,portrait,Romanticism,,https://www.wikiart.org/en/karoly-lotz/portrait-of-kornelia-lotz,https://uploads1.wikiart.org/00317/images/karoly-lotz/lotz-portrait-of-korn-lia-lotz.jpg!Large.jpg,47927-lotz-portrait-of-korn-lia-lotz.jpg
Marià Fortuny,Realism,portrait,Romanticism,"['Painter', 'male-portraits']",https://www.wikiart.org/en/maria-fortuny/retrat-del-pintor-joaquim-agrassot-1864,https://uploads3.wikiart.org/00277/images/maria-fortuny/fortuny-retrat-del-pintor-joaquim-agrassot.jpg!Large.jpg,48748-fortuny-retrat-del-pintor-joaquim-agrassot.jpg
Rembrandt,Baroque,"self-portrait,tronie",Baroque,"['Chin', 'Facialhair']",https://www.wikiart.org/en/rembrandt/self-portrait-7,https://uploads5.wikiart.org/images/rembrandt/self-portrait-7.jpg!Large.jpg,15816-self-portrait-7.jpg
Fernando Botero,Naïve Art (Primitivism),portrait,Neo-Figurative Art,['male-portraits'],https://www.wikiart.org/en/fernando-botero/picador,https://uploads3.wikiart.org/images/fernando-botero/picador.jpg!Large.jpg,220835-picador.jpg
Pablo Picasso,Post-Impressionism,portrait,Post-Impressionism,"['female-portraits', 'Lady', 'Cheek']",https://www.wikiart.org/en/pablo-picasso/woman-with-necklace-of-gems-1901,https://uploads8.wikiart.org/images/pablo-picasso/woman-with-necklace-of-gems-1901.jpg!Large.jpg,123212-woman-with-necklace-of-gems-1901.jpg
Gabriele Munter,Post-Impressionism,portrait,Expressionism,"['Face', 'Head', 'Chin', 'Lady', 'Cheek']",https://www.wikiart.org/en/gabriele-munter/portr-t-frau-signe-hallberg-1916,https://uploads0.wikiart.org/images/gabriele-munter/portr-t-frau-signe-hallberg-1916.jpg,129767-portr-t-frau-signe-hallberg-1916.jpg
Beauford Delaney,Expressionism,self-portrait,Modernism,,https://www.wikiart.org/en/beauford-delaney/untitled-the-artist-and-woman-seated-1940,https://uploads8.wikiart.org/00315/images/beauford-delaney/untitled-the-artist-and-woman-seated-1940.jpg!Large.jpg,173759-untitled-the-artist-and-woman-seated-1940.jpg
Moise Kisling,Post-Impressionism,portrait,Post-Impressionism,"['female-portraits', 'Lady', 'Lip']",https://www.wikiart.org/en/moise-kisling/ms-b-dunn-1943,https://uploads8.wikiart.org/images/moise-kisling/ms-b-dunn-1943.jpg!Large.jpg,126304-ms-b-dunn-1943.jpg
Jacek Malczewski,Art Nouveau (Modern),self-portrait,Symbolism,"['male-portraits', 'famous-people', 'beasts-and-dragons', 'Gentleman']",https://www.wikiart.org/en/jacek-malczewski/self-portrait-1,https://uploads3.wikiart.org/images/jacek-malczewski/self-portrait-1.jpg!Large.jpg,81850-self-portrait-1.jpg
Aleksander Belyaev,Kitsch,portrait,Impressionism,"['girls', 'female-portraits']",https://www.wikiart.org/en/alexander-belyaev/indian-girl-with-a-doll-2020,https://uploads0.wikiart.org/00272/images/alexander-belyaev/20200120-125758-1.jpg!Large.jpg,108906-20200120-125758-1.jpg
Josef Capek,Expressionism,portrait,Expressionism,,https://www.wikiart.org/en/josef-capek/chlapec-s-obruci-1914,https://uploads8.wikiart.org/00308/images/josef-capek/josef-apek-chlapec-s-obru-1914.jpg,133087-josef-apek-chlapec-s-obru-1914.jpg
Richard Jack,Impressionism,portrait,Impressionism,"['Gentleman', 'Elder']",https://www.wikiart.org/en/richard-jack/h-w-buddicom,https://uploads5.wikiart.org/images/richard-jack/h-w-buddicom.jpg!Large.jpg,104177-h-w-buddicom.jpg
John Singer Sargent,Realism,portrait,Realism,"['male-portraits', 'famous-people', 'Sketch', 'Gentleman', 'Hairstyle', 'Chin', 'Male', 'Forehead', 'Jaw']",https://www.wikiart.org/en/john-singer-sargent/william-butler-yeats-1908,https://uploads7.wikiart.org/images/john-singer-sargent/william-butler-yeats-1908.jpg!Large.jpg,73298-william-butler-yeats-1908.jpg
George Romney,Rococo,portrait,Rococo,"['Lady', 'Abbess', 'Gentleman']",https://www.wikiart.org/en/george-romney/john-moore-1730-1805-archbishop-of-canterbury-1783,https://uploads8.wikiart.org/images/george-romney/john-moore-1730-1805-archbishop-of-canterbury-1783.jpg!Large.jpg,26930-john-moore-1730-1805-archbishop-of-canterbury-1783.jpg
Thomas Lawrence,Romanticism,portrait,Rococo,['Monarch'],https://www.wikiart.org/en/thomas-lawrence/george-iv-1830,https://uploads1.wikiart.org/images/thomas-lawrence/george-iv-1830.jpg!Large.jpg,28205-george-iv-1830.jpg
Firmin Baes,Impressionism,portrait,Impressionism,"['Gentleman', 'Suit', 'Male', 'Formalwear', 'Tuxedo']",https://www.wikiart.org/en/firmin-baes/portrait-of-arthur-martin-1934,https://uploads6.wikiart.org/images/firmin-baes/portrait-of-arthur-martin-1934(1).jpg,106861-portrait-of-arthur-martin-1934(1).jpg
August von Pettenkofen,Realism,"portrait,genre painting",Realism,,https://www.wikiart.org/en/august-von-pettenkofen/farmer-from-hungary-0,https://uploads8.wikiart.org/00332/images/august-von-pettenkofen/august-pettenkoffen-szolnok-vid-ki-paraszt.jpg!Large.jpg,62638-august-pettenkoffen-szolnok-vid-ki-paraszt.jpg
Silvestro Lega,Realism,"portrait,flower painting",Realism,['1880spaintingsfromItaly'],https://www.wikiart.org/en/silvestro-lega/pitcher-painted-with-bust-of-a-young-woman-and-floral-motifs-1885,https://uploads7.wikiart.org/00360/images/silvestro-lega/lega-brocca-dipinta-con-busto-di-giovane-donna-e-motivi-floreali.jpg!Large.jpg,63602-lega-brocca-dipinta-con-busto-di-giovane-donna-e-motivi-floreali.jpg
Theo van Rysselberghe,Post-Impressionism,self-portrait,Neo-Impressionism,"['arts-and-crafts', 'male-portraits', 'famous-people']",https://www.wikiart.org/en/theo-van-rysselberghe/self-portrait-with-palette-1916,https://uploads6.wikiart.org/images/theo-van-rysselberghe/self-portrait-with-palette-1916.jpg!Large.jpg,111961-self-portrait-with-palette-1916.jpg
Pietro Perugino,Unknown,portrait,High Renaissance,,https://www.wikiart.org/en/pietro-perugino/portrait-of-francesco-delle-opere-1494,https://uploads7.wikiart.org/images/pietro-perugino/portrait-of-francesco-delle-opere-1494.jpg!Large.jpg,5075-portrait-of-francesco-delle-opere-1494.jpg
Henri Matisse,Expressionism,portrait,Impressionism,['Fashionillustration'],https://www.wikiart.org/en/henri-matisse/woman-with-a-veil-1942,https://uploads7.wikiart.org/images/henri-matisse/woman-with-a-veil-1942.jpg!Large.jpg,105993-woman-with-a-veil-1942.jpg
John William Waterhouse,Romanticism,portrait,Romanticism,"['childrenportraits', 'Lady', 'Clothing', 'Dress']",https://www.wikiart.org/en/john-william-waterhouse/phyllis-waterlow-1895,https://uploads7.wikiart.org/images/john-william-waterhouse/phyllis-waterlow-1895.jpg!Large.jpg,51018-phyllis-waterlow-1895.jpg
Walter Gramatté,Expressionism,portrait,Expressionism,"['Head', 'Text', 'Line']",https://www.wikiart.org/en/walter-gramatte/etching-from-the-series-the-face-1924-1,https://uploads2.wikiart.org/00305/images/walter-gramatte/walter-gramatt-das-gesicht-c.jpg!Large.jpg,134419-walter-gramatt-das-gesicht-c.jpg
Henri Matisse,Post-Impressionism,portrait,Impressionism,['Lady'],https://www.wikiart.org/en/henri-matisse/laurette-in-a-white-turban,https://uploads2.wikiart.org/images/henri-matisse/laurette-in-a-white-turban.jpg!Large.jpg,105538-laurette-in-a-white-turban.jpg
Joshua Reynolds,Rococo,portrait,Rococo,"['male-portraits', 'famous-people', 'Lady', 'Gentleman']",https://www.wikiart.org/en/joshua-reynolds/portrait-of-lord-john-townshend,https://uploads0.wikiart.org/images/joshua-reynolds/portrait-of-lord-john-townshend.jpg!Large.jpg,26302-portrait-of-lord-john-townshend.jpg
Benjamin Constant,Orientalism,portrait,Romanticism,,https://www.wikiart.org/en/benjamin-constant/le-caid-marocain-tahamy,https://uploads4.wikiart.org/00257/images/benjamin-constant/benjamin-constant-le-ca-d-marocain-tahamy.jpg!Large.jpg,50347-benjamin-constant-le-ca-d-marocain-tahamy.jpg
Anton Raphael Mengs,Baroque,portrait,Baroque,['Gentleman'],https://www.wikiart.org/en/anton-raphael-mengs/johann-joachim-winckelmann-1762,https://uploads7.wikiart.org/00382/images/anton-raphael-mengs/1-johann-joachim-winckelmann-anton-raphael-mengs.jpg!Large.jpg,20719-1-johann-joachim-winckelmann-anton-raphael-mengs.jpg
