,artist,style,genre,movement,tags,url,img,file_name,detections,nude,gender
1179,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Lady', 'Blackhair']",https://www.wikiart.org/en/pierre-auguste-renoir/nude-fixing-her-hair-1885,https://uploads0.wikiart.org/images/pierre-auguste-renoir/nude-fixing-her-hair-1885.jpg!Large.jpg,94901-nude-fixing-her-hair-1885.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6379601955413818, 'box': [213, 270, 61, 72]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5968180298805237, 'box': [203, 254, 50, 34]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.5317898988723755, 'box': [57, 442, 180, 122]}]",True,female
1180,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Lady'],https://www.wikiart.org/en/pierre-auguste-renoir/seated-nude-1885,https://uploads0.wikiart.org/images/pierre-auguste-renoir/seated-nude-1885.jpg!Large.jpg,94909-seated-nude-1885.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.6453284025192261, 'box': [204, 100, 72, 75]}]",False,female
1181,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Sitting'],https://www.wikiart.org/en/pierre-auguste-renoir/seated-nude-at-east-1885,https://uploads8.wikiart.org/images/pierre-auguste-renoir/seated-nude-at-east-1885.jpg!Large.jpg,94910-seated-nude-at-east-1885.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.6484367847442627, 'box': [220, 103, 49, 47]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5238640308380127, 'box': [216, 202, 44, 51]}]",True,female
1182,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Male', 'Human', 'Chest']",https://www.wikiart.org/en/pierre-auguste-renoir/young-woman-at-her-toilette,https://uploads2.wikiart.org/images/pierre-auguste-renoir/young-woman-at-her-toilette.jpg!Large.jpg,94913-young-woman-at-her-toilette.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.3542345464229584, 'box': [181, 137, 129, 93]}]",False,female
1183,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Lady', 'Beauty']",https://www.wikiart.org/en/pierre-auguste-renoir/bather-1887,https://uploads4.wikiart.org/images/pierre-auguste-renoir/bather-1887.jpg!Large.jpg,94925-bather-1887.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8297569751739502, 'box': [256, 145, 114, 99]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5702782869338989, 'box': [261, 360, 88, 100]}]",True,female
1184,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/bather-1887-1,https://uploads6.wikiart.org/images/pierre-auguste-renoir/bather-1887-1.jpg!Large.jpg,94926-bather-1887-1.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7547990083694458, 'box': [172, 81, 44, 40]}, {'class': 'FEET_EXPOSED', 'score': 0.6949142217636108, 'box': [173, 466, 71, 82]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.4531644880771637, 'box': [166, 157, 37, 41]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3675921559333801, 'box': [203, 159, 40, 43]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.31712859869003296, 'box': [159, 148, 20, 28]}]",True,female
1185,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/nude-in-the-greenery-1887,https://uploads0.wikiart.org/images/pierre-auguste-renoir/nude-in-the-greenery-1887.jpg!Large.jpg,94933-nude-in-the-greenery-1887.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.4144905209541321, 'box': [262, 101, 50, 45]}]",False,female
1186,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/standing-bather-1887,https://uploads4.wikiart.org/images/pierre-auguste-renoir/standing-bather-1887.jpg!Large.jpg,94939-standing-bather-1887.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7253633737564087, 'box': [157, 534, 67, 52]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6322447061538696, 'box': [167, 204, 37, 40]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6205670237541199, 'box': [144, 202, 26, 42]}, {'class': 'FACE_FEMALE', 'score': 0.5480157136917114, 'box': [148, 128, 42, 38]}, {'class': 'FEET_EXPOSED', 'score': 0.5282862782478333, 'box': [216, 529, 64, 45]}, {'class': 'BELLY_EXPOSED', 'score': 0.4908667206764221, 'box': [171, 252, 37, 63]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.4652247130870819, 'box': [244, 275, 37, 85]}]",True,female
1187,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/standing-bather-1887-1,https://uploads6.wikiart.org/images/pierre-auguste-renoir/standing-bather-1887-1.jpg!Large.jpg,94940-standing-bather-1887-1.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6196920275688171, 'box': [182, 173, 41, 41]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.5045326948165894, 'box': [68, 242, 51, 98]}]",True,female
1188,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Back'],https://www.wikiart.org/en/pierre-auguste-renoir/the-bathers-1887,https://uploads0.wikiart.org/images/pierre-auguste-renoir/the-bathers-1887.jpg!Large.jpg,94942-the-bathers-1887.jpg,"[{'class': 'BUTTOCKS_EXPOSED', 'score': 0.7539660930633545, 'box': [178, 422, 160, 149]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.41560351848602295, 'box': [93, 254, 44, 47]}, {'class': 'FACE_FEMALE', 'score': 0.3375011682510376, 'box': [8, 95, 77, 82]}]",True,female
1189,Pierre-Auguste Renoir,Unknown,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/the-large-bathers-1887,https://uploads6.wikiart.org/images/pierre-auguste-renoir/the-large-bathers-1887.jpg!Large.jpg,94943-the-large-bathers-1887.jpg,"[{'class': 'BUTTOCKS_EXPOSED', 'score': 0.6909589767456055, 'box': [654, 390, 97, 83]}, {'class': 'FACE_FEMALE', 'score': 0.5482197999954224, 'box': [271, 36, 54, 45]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5370357036590576, 'box': [329, 124, 45, 48]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4480642080307007, 'box': [597, 293, 30, 30]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3779677450656891, 'box': [277, 125, 57, 49]}]",True,female
1190,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/the-bather-after-the-bath-1888,https://uploads5.wikiart.org/images/pierre-auguste-renoir/the-bather-after-the-bath-1888.jpg!Large.jpg,94954-the-bather-after-the-bath-1888.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.80179762840271, 'box': [186, 81, 83, 73]}, {'class': 'BELLY_EXPOSED', 'score': 0.5845952033996582, 'box': [141, 305, 125, 120]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.32339972257614136, 'box': [159, 188, 42, 39]}]",False,female
1191,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/after-the-bath,https://uploads7.wikiart.org/images/pierre-auguste-renoir/after-the-bath.jpg!Large.jpg,94964-after-the-bath.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.692702054977417, 'box': [208, 90, 104, 82]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.5842104554176331, 'box': [174, 432, 236, 158]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.37358278036117554, 'box': [213, 222, 70, 44]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3675992488861084, 'box': [189, 240, 94, 81]}]",True,female
1192,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/bather-1,https://uploads1.wikiart.org/images/pierre-auguste-renoir/bather-1.jpg!Large.jpg,94966-bather-1.jpg,"[{'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.6079416275024414, 'box': [68, 3, 315, 313]}]",True,female
1193,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Peopleinnature', 'Lady']",https://www.wikiart.org/en/pierre-auguste-renoir/standing-nude-1889,https://uploads2.wikiart.org/images/pierre-auguste-renoir/standing-nude-1889.jpg!Large.jpg,94974-standing-nude-1889.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.639894962310791, 'box': [169, 51, 55, 49]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5090565085411072, 'box': [210, 134, 29, 40]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.35198381543159485, 'box': [215, 264, 103, 90]}]",True,female
1194,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/the-bathrobe-1889,https://uploads1.wikiart.org/images/pierre-auguste-renoir/the-bathrobe-1889.jpg!Large.jpg,94977-the-bathrobe-1889.jpg,"[{'class': 'ARMPITS_EXPOSED', 'score': 0.2980267107486725, 'box': [182, 147, 34, 44]}]",False,unknown
1195,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Lady', 'Mythology']",https://www.wikiart.org/en/pierre-auguste-renoir/bather-is-styling-1890,https://uploads6.wikiart.org/images/pierre-auguste-renoir/bather-is-styling-1890.jpg!Large.jpg,94988-bather-is-styling-1890.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7208331227302551, 'box': [114, 502, 108, 63]}]",False,unknown
1196,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/leaving-the-bath-1890,https://uploads5.wikiart.org/images/pierre-auguste-renoir/leaving-the-bath-1890.jpg!Large.jpg,95002-leaving-the-bath-1890.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.6671589016914368, 'box': [77, 518, 132, 71]}, {'class': 'FACE_MALE', 'score': 0.428924024105072, 'box': [200, 123, 62, 52]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.27605676651000977, 'box': [213, 200, 45, 40]}, {'class': 'FEET_EXPOSED', 'score': 0.2592276334762573, 'box': [44, 387, 113, 125]}]",False,male
1197,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Figuredrawing'],https://www.wikiart.org/en/pierre-auguste-renoir/nude-in-an-armchair-1890,https://uploads8.wikiart.org/images/pierre-auguste-renoir/nude-in-an-armchair-1890.jpg!Large.jpg,95005-nude-in-an-armchair-1890.jpg,"[{'class': 'ARMPITS_EXPOSED', 'score': 0.3800315856933594, 'box': [210, 188, 34, 48]}]",False,unknown
1198,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/nude-reclining-on-the-grass-1890,https://uploads7.wikiart.org/images/pierre-auguste-renoir/nude-reclining-on-the-grass-1890.jpg!Large.jpg,95006-nude-reclining-on-the-grass-1890.jpg,,False,unknown
1199,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/reclining-nude,https://uploads7.wikiart.org/images/pierre-auguste-renoir/reclining-nude.jpg!Large.jpg,95013-reclining-nude.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.3813621997833252, 'box': [635, 403, 116, 82]}]",False,unknown
1200,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/bather-seated-on-a-rock-1892,https://uploads3.wikiart.org/images/pierre-auguste-renoir/bather-seated-on-a-rock-1892.jpg!Large.jpg,95047-bather-seated-on-a-rock-1892.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7080157995223999, 'box': [152, 222, 71, 75]}, {'class': 'FACE_FEMALE', 'score': 0.6720046997070312, 'box': [95, 96, 79, 79]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.37090516090393066, 'box': [347, 352, 91, 149]}]",True,female
1201,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Lady', 'Mythology']",https://www.wikiart.org/en/pierre-auguste-renoir/nude-in-a-straw-hat-1892,https://uploads8.wikiart.org/images/pierre-auguste-renoir/nude-in-a-straw-hat-1892.jpg!Large.jpg,95056-nude-in-a-straw-hat-1892.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7472634315490723, 'box': [8, 472, 116, 62]}]",False,unknown
1202,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/back-view-of-a-bather-1893,https://uploads1.wikiart.org/images/pierre-auguste-renoir/back-view-of-a-bather-1893.jpg!Large.jpg,95073-back-view-of-a-bather-1893.jpg,"[{'class': 'ARMPITS_EXPOSED', 'score': 0.33216315507888794, 'box': [193, 241, 42, 47]}, {'class': 'FEET_EXPOSED', 'score': 0.30544739961624146, 'box': [108, 517, 123, 84]}]",False,unknown
1203,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Lady', 'Mythology']",https://www.wikiart.org/en/pierre-auguste-renoir/bather-1893,https://uploads4.wikiart.org/images/pierre-auguste-renoir/bather-1893.jpg!Large.jpg,95074-bather-1893.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.8390780687332153, 'box': [18, 420, 128, 78]}, {'class': 'FACE_MALE', 'score': 0.6455913782119751, 'box': [187, 82, 65, 62]}, {'class': 'FEET_EXPOSED', 'score': 0.5357567071914673, 'box': [171, 496, 115, 86]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.34009575843811035, 'box': [241, 214, 56, 56]}]",False,male
1204,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['female-nude'],https://www.wikiart.org/en/pierre-auguste-renoir/bather-arranging-her-hair-1893,https://uploads5.wikiart.org/images/pierre-auguste-renoir/bather-arranging-her-hair-1893.jpg!Large.jpg,95075-bather-arranging-her-hair-1893.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7838705778121948, 'box': [224, 200, 83, 74]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7396285533905029, 'box': [157, 206, 68, 75]}, {'class': 'BELLY_EXPOSED', 'score': 0.7376207709312439, 'box': [214, 298, 117, 119]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.7002894878387451, 'box': [241, 442, 55, 42]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.6077820658683777, 'box': [144, 179, 49, 41]}]",True,female
1205,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Lady', 'Mythology']",https://www.wikiart.org/en/pierre-auguste-renoir/bather-2,https://uploads1.wikiart.org/images/pierre-auguste-renoir/bather-2.jpg!Large.jpg,95103-bather-2.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.671789824962616, 'box': [213, 66, 76, 76]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.36895841360092163, 'box': [144, 208, 73, 77]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.3115718960762024, 'box': [155, 420, 57, 58]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.2823325991630554, 'box': [40, 358, 67, 146]}]",True,female
1206,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Male', 'Mythology']",https://www.wikiart.org/en/pierre-auguste-renoir/bather-drying-herself-1895,https://uploads1.wikiart.org/images/pierre-auguste-renoir/bather-drying-herself-1895.jpg!Large.jpg,95104-bather-drying-herself-1895.jpg,"[{'class': 'MALE_BREAST_EXPOSED', 'score': 0.6749177575111389, 'box': [225, 200, 105, 81]}, {'class': 'BELLY_EXPOSED', 'score': 0.6090805530548096, 'box': [206, 292, 129, 92]}, {'class': 'FACE_FEMALE', 'score': 0.555875301361084, 'box': [104, 96, 102, 79]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5073139071464539, 'box': [159, 215, 74, 76]}]",True,unknown
1207,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Lady', 'Mythology']",https://www.wikiart.org/en/pierre-auguste-renoir/bather-with-long-hair,https://uploads5.wikiart.org/images/pierre-auguste-renoir/bather-with-long-hair.jpg!Large.jpg,95105-bather-with-long-hair.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7492603063583374, 'box': [204, 65, 76, 71]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5714108943939209, 'box': [132, 211, 79, 72]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.4309823215007782, 'box': [137, 431, 60, 55]}]",True,female
1208,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/bather-seated-nude,https://uploads2.wikiart.org/images/pierre-auguste-renoir/bather-seated-nude.jpg!Large.jpg,95106-bather-seated-nude.jpg,,False,unknown
1209,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/rest,https://uploads6.wikiart.org/images/pierre-auguste-renoir/rest.jpg!Large.jpg,95161-rest.jpg,,False,unknown
1210,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Lady'],https://www.wikiart.org/en/pierre-auguste-renoir/standing-bather-1896,https://uploads4.wikiart.org/images/pierre-auguste-renoir/standing-bather-1896.jpg!Large.jpg,95164-standing-bather-1896.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6861002445220947, 'box': [169, 235, 70, 80]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6744587421417236, 'box': [231, 237, 82, 76]}, {'class': 'FACE_FEMALE', 'score': 0.617448627948761, 'box': [139, 97, 77, 75]}, {'class': 'BELLY_EXPOSED', 'score': 0.5065537691116333, 'box': [214, 337, 95, 129]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.40266597270965576, 'box': [361, 405, 81, 182]}]",True,female
1211,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/two-bathers-1896,https://uploads0.wikiart.org/images/pierre-auguste-renoir/two-bathers-1896.jpg!Large.jpg,95169-two-bathers-1896.jpg,,False,unknown
1212,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/woman-after-bathing-1896,https://uploads8.wikiart.org/images/pierre-auguste-renoir/woman-after-bathing-1896.jpg!Large.jpg,95170-woman-after-bathing-1896.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.6787022352218628, 'box': [123, 508, 120, 71]}, {'class': 'FEET_EXPOSED', 'score': 0.639640212059021, 'box': [60, 407, 107, 67]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.3904222846031189, 'box': [292, 332, 129, 115]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.3758118450641632, 'box': [205, 232, 28, 37]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3495791554450989, 'box': [201, 266, 51, 47]}]",True,female
1213,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/bathers-in-the-forest,https://uploads5.wikiart.org/images/pierre-auguste-renoir/bathers-in-the-forest.jpg!Large.jpg,95175-bathers-in-the-forest.jpg,,False,unknown
1214,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Lady', 'Mythology']",https://www.wikiart.org/en/pierre-auguste-renoir/sleeping-woman-1897,https://uploads3.wikiart.org/images/pierre-auguste-renoir/sleeping-woman-1897.jpg!Large.jpg,95181-sleeping-woman-1897.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.807187557220459, 'box': [178, 67, 94, 85]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.8061276078224182, 'box': [261, 188, 91, 80]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.699507474899292, 'box': [176, 223, 83, 78]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5056426525115967, 'box': [307, 131, 61, 60]}]",True,female
1215,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/after-bathing,https://uploads6.wikiart.org/images/pierre-auguste-renoir/after-bathing.jpg!Large.jpg,95220-after-bathing.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7891401052474976, 'box': [149, 502, 122, 69]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5037288069725037, 'box': [231, 250, 51, 48]}, {'class': 'FEET_EXPOSED', 'score': 0.3877621293067932, 'box': [88, 396, 105, 61]}, {'class': 'FACE_FEMALE', 'score': 0.3746633529663086, 'box': [151, 154, 65, 60]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.3280262053012848, 'box': [311, 296, 155, 147]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.2634451985359192, 'box': [232, 216, 29, 38]}]",True,female
1216,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/bather-and-maid-the-toilet,https://uploads1.wikiart.org/images/pierre-auguste-renoir/bather-and-maid-the-toilet.jpg!Large.jpg,95221-bather-and-maid-the-toilet.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8041536808013916, 'box': [190, 185, 54, 46]}, {'class': 'FEET_EXPOSED', 'score': 0.7994844913482666, 'box': [314, 479, 83, 60]}, {'class': 'FEET_EXPOSED', 'score': 0.7072411775588989, 'box': [202, 531, 81, 68]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6566670536994934, 'box': [153, 274, 55, 51]}, {'class': 'FACE_MALE', 'score': 0.5830121040344238, 'box': [123, 79, 53, 44]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.46084025502204895, 'box': [145, 269, 24, 31]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.37199196219444275, 'box': [205, 273, 49, 52]}]",True,unknown
1217,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/nude,https://uploads6.wikiart.org/images/pierre-auguste-renoir/nude.jpg!Large.jpg,95234-nude.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.5096569061279297, 'box': [97, 10, 380, 513]}]",False,female
1218,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,,https://www.wikiart.org/en/pierre-auguste-renoir/nude-in-a-chair-1900,https://uploads4.wikiart.org/images/pierre-auguste-renoir/nude-in-a-chair-1900.jpg!Large.jpg,95235-nude-in-a-chair-1900.jpg,"[{'class': 'ARMPITS_EXPOSED', 'score': 0.5427101254463196, 'box': [153, 184, 38, 49]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.2769889831542969, 'box': [269, 163, 43, 45]}]",False,unknown
1219,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Mythology'],https://www.wikiart.org/en/pierre-auguste-renoir/seated-bather-in-a-landscape-1900,https://uploads8.wikiart.org/images/pierre-auguste-renoir/seated-bather-in-a-landscape-1900.jpg!Large.jpg,95239-seated-bather-in-a-landscape-1900.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.8342523574829102, 'box': [206, 527, 124, 74]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.6199275255203247, 'box': [152, 183, 57, 50]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.409818559885025, 'box': [205, 174, 47, 48]}, {'class': 'BELLY_EXPOSED', 'score': 0.4029141962528229, 'box': [159, 239, 65, 58]}, {'class': 'FACE_MALE', 'score': 0.35009193420410156, 'box': [202, 75, 75, 59]}]",False,male
1220,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Mythology', 'Chest']",https://www.wikiart.org/en/pierre-auguste-renoir/woman-sleeping,https://uploads7.wikiart.org/images/pierre-auguste-renoir/woman-sleeping.jpg!Large.jpg,95248-woman-sleeping.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7413400411605835, 'box': [248, 269, 107, 97]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6272167563438416, 'box': [141, 253, 103, 107]}, {'class': 'FACE_FEMALE', 'score': 0.481906920671463, 'box': [131, 112, 118, 90]}]",True,female
1221,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Mythology', 'Fictionalcharacter']",https://www.wikiart.org/en/pierre-auguste-renoir/reclining-nude-the-baker-s-wife-1902,https://uploads2.wikiart.org/images/pierre-auguste-renoir/reclining-nude-the-baker-s-wife-1902.jpg!Large.jpg,95271-reclining-nude-the-baker-s-wife-1902.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.25297296047210693, 'box': [144, 353, 64, 60]}]",True,female
1222,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Cheek', 'Human']",https://www.wikiart.org/en/pierre-auguste-renoir/bust-of-a-young-nude-1903,https://uploads0.wikiart.org/images/pierre-auguste-renoir/bust-of-a-young-nude-1903.jpg!Large.jpg,95276-bust-of-a-young-nude-1903.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7370633482933044, 'box': [100, 164, 201, 166]}]",False,female
1223,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,['Muscle'],https://www.wikiart.org/en/pierre-auguste-renoir/reclining-nude-gabrielle-1903,https://uploads4.wikiart.org/images/pierre-auguste-renoir/reclining-nude-gabrielle-1903.jpg!Large.jpg,95282-reclining-nude-gabrielle-1903.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8049242496490479, 'box': [560, 94, 72, 67]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7582002282142639, 'box': [449, 142, 66, 58]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6659632325172424, 'box': [503, 190, 63, 53]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4596291482448578, 'box': [460, 115, 37, 33]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.45133358240127563, 'box': [554, 180, 44, 40]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.2822141647338867, 'box': [286, 86, 112, 80]}, {'class': 'BELLY_EXPOSED', 'score': 0.27963787317276, 'box': [403, 184, 64, 59]}]",True,female
1224,Pierre-Auguste Renoir,Impressionism,nude painting (nu),Impressionism,"['Mythology', 'Human']",https://www.wikiart.org/en/pierre-auguste-renoir/the-spring-1903,https://uploads8.wikiart.org/images/pierre-auguste-renoir/the-spring-1903.jpg!Large.jpg,95284-the-spring-1903.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.6058543920516968, 'box': [97, 68, 85, 79]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5363067388534546, 'box': [147, 172, 65, 61]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.28088077902793884, 'box': [206, 142, 62, 53]}]",True,female
