,artist,style,genre,movement,tags,url,img,file_name,detections,nude,gender
47,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/antony-and-cleopatra,https://uploads0.wikiart.org/images/agostino-carracci/antony-and-cleopatra.jpg!Large.jpg,10568-antony-and-cleopatra.jpg,,False,unknown
48,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/angelica-and-medor,https://uploads7.wikiart.org/images/agostino-carracci/angelica-and-medor.jpg!Large.jpg,10569-angelica-and-medor.jpg,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.40130946040153503, 'box': [221, 249, 41, 38]}, {'class': 'FEET_EXPOSED', 'score': 0.39927101135253906, 'box': [330, 437, 60, 39]}]",True,female
49,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/hercules-and-deianira,https://uploads1.wikiart.org/images/agostino-carracci/hercules-and-deianira.jpg!Large.jpg,10571-hercules-and-deianira.jpg,,False,unknown
50,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Jupiter/Zeus', 'Juno', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/jupiter-and-juno,https://uploads5.wikiart.org/images/agostino-carracci/jupiter-and-juno.jpg!Large.jpg,10572-jupiter-and-juno.jpg,,False,unknown
51,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/julie-with-an-athlete,https://uploads1.wikiart.org/images/agostino-carracci/julie-with-an-athlete.jpg!Large.jpg,10573-julie-with-an-athlete.jpg,,False,unknown
52,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Mars', 'Aphrodite/Venus', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/mars-and-venus,https://uploads3.wikiart.org/images/agostino-carracci/mars-and-venus.jpg!Large.jpg,10574-mars-and-venus.jpg,,False,unknown
53,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude']",https://www.wikiart.org/en/agostino-carracci/messalina-in-lisisica-s-booth,https://uploads0.wikiart.org/images/agostino-carracci/messalina-in-lisisica-s-booth.jpg!Large.jpg,10575-messalina-in-lisisica-s-booth.jpg,,False,unknown
54,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude']",https://www.wikiart.org/en/agostino-carracci/ovid-and-corine,https://uploads4.wikiart.org/images/agostino-carracci/ovid-and-corine.jpg!Large.jpg,10576-ovid-and-corine.jpg,,False,unknown
55,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'nymphs-and-satyrs', 'couples', 'male-nude', 'Pandora', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/pandora,https://uploads5.wikiart.org/images/agostino-carracci/pandora.jpg!Large.jpg,10577-pandora.jpg,,False,unknown
56,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'couples', 'male-nude', 'Paris', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/paris-and-oenone,https://uploads5.wikiart.org/images/agostino-carracci/paris-and-oenone.jpg!Large.jpg,10579-paris-and-oenone.jpg,,False,unknown
57,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'couples', 'male-nude']",https://www.wikiart.org/en/agostino-carracci/polyenos-and-chrisis,https://uploads0.wikiart.org/images/agostino-carracci/polyenos-and-chrisis.jpg!Large.jpg,10580-polyenos-and-chrisis.jpg,,False,unknown
58,Agostino Carracci,Baroque,nude painting (nu),Baroque,"['female-nude', 'Greek-and-Roman-Mythology', 'nymphs-and-satyrs', 'couples', 'male-nude', 'Stockphotography']",https://www.wikiart.org/en/agostino-carracci/the-satyr-and-nymph,https://uploads8.wikiart.org/images/agostino-carracci/the-satyr-and-nymph.jpg!Large.jpg,10587-the-satyr-and-nymph.jpg,,False,unknown
59,Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/hendrick-goltzius/icarus-1588,https://uploads1.wikiart.org/00248/images/hendrick-goltzius/main-image-1.jpg!Large.jpg,10597-main-image-1.jpg,,False,unknown
60,Hendrick Goltzius,Mannerism (Late Renaissance),"nude painting (nu),mythological painting",Baroque,['Jumping'],https://www.wikiart.org/en/hendrick-goltzius/phaeton-1588,https://uploads8.wikiart.org/00248/images/hendrick-goltzius/main-image.jpg!Large.jpg,10598-main-image.jpg,,False,unknown
61,Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,"['Organism', 'Circle']",https://www.wikiart.org/en/hendrick-goltzius/ixion-1588,https://uploads3.wikiart.org/00248/images/hendrick-goltzius/hendrick-goltzius-ixion.jpg!Large.jpg,10599-hendrick-goltzius-ixion.jpg,,False,unknown
62,Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/hendrick-goltzius/tantalus-1588,https://uploads4.wikiart.org/00248/images/hendrick-goltzius/hb-53-601-338-3.jpg!Large.jpg,10600-hb-53-601-338-3.jpg,,False,unknown
63,Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,"['Standing', 'Sketch', 'Human', 'Figuredrawing']",https://www.wikiart.org/en/hendrick-goltzius/farnese-hercules-1592,https://uploads6.wikiart.org/00248/images/hendrick-goltzius/hendrick-goltzius-farnese-hercules-google-art-project.jpg!Large.jpg,10612-hendrick-goltzius-farnese-hercules-google-art-project.jpg,,False,unknown
64,Hendrick Goltzius,Mannerism (Late Renaissance),"mythological painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/hendrick-goltzius/pygmalion-and-galatea-1593,https://uploads8.wikiart.org/00265/images/hendrick-goltzius/pygmalion-and-galatea-lacma-60-67-6.jpg!Large.jpg,10613-pygmalion-and-galatea-lacma-60-67-6.jpg,"[{'class': 'MALE_BREAST_EXPOSED', 'score': 0.45695000886917114, 'box': [274, 271, 56, 39]}, {'class': 'BELLY_EXPOSED', 'score': 0.4135412275791168, 'box': [59, 199, 70, 72]}, {'class': 'FEET_EXPOSED', 'score': 0.3472028970718384, 'box': [176, 494, 57, 55]}, {'class': 'FACE_MALE', 'score': 0.33873048424720764, 'box': [250, 177, 46, 48]}, {'class': 'FACE_FEMALE', 'score': 0.2862015962600708, 'box': [66, 64, 46, 42]}]",False,unknown
65,Giulio Cesare Procaccini,Baroque,"religious painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/giulio-cesare-procaccini/mary-magdalen-with-saint-john-the-baptist-and-an-angel-1600,https://uploads0.wikiart.org/00316/images/giulio-cesare-procaccini/giulio-cesare-procaccini-1574-1625-saint-mary-magdalen-with-saint-john-the-baptist-and-an-angel-1.jpg!Large.jpg,11054-giulio-cesare-procaccini-1574-1625-saint-mary-magdalen-with-saint-john-the-baptist-and-an-angel-1.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.8316685557365417, 'box': [199, 118, 153, 134]}, {'class': 'FACE_FEMALE', 'score': 0.7252873778343201, 'box': [7, 74, 127, 137]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7093151807785034, 'box': [157, 363, 106, 115]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.48573189973831177, 'box': [140, 335, 44, 56]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.365961492061615, 'box': [256, 359, 97, 98]}]",True,female
66,Giulio Cesare Procaccini,Baroque,"religious painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/giulio-cesare-procaccini/susanna-and-the-elders,https://uploads7.wikiart.org/00316/images/giulio-cesare-procaccini/susanna-and-the-elders-by-giulio-cesare-procaccini.JPG!Large.JPG,11112-susanna-and-the-elders-by-giulio-cesare-procaccini.JPG!Large.JPG,"[{'class': 'FEET_EXPOSED', 'score': 0.6810963153839111, 'box': [149, 432, 82, 53]}, {'class': 'FACE_FEMALE', 'score': 0.4381016790866852, 'box': [494, 109, 59, 58]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3868034780025482, 'box': [486, 201, 53, 51]}]",True,female
67,Peter Paul Rubens,Baroque,nude painting (nu),Baroque,"['Figuredrawing', 'Sketch', 'Male', 'Leg', 'Arm', 'Human', 'Sitting']",https://www.wikiart.org/en/peter-paul-rubens/naked-young-man-1608,https://uploads4.wikiart.org/images/peter-paul-rubens/naked-young-man.jpg!Large.jpg,11340-naked-young-man.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.5996589064598083, 'box': [249, 65, 63, 57]}, {'class': 'FEET_COVERED', 'score': 0.5724095106124878, 'box': [54, 440, 87, 76]}, {'class': 'FEET_COVERED', 'score': 0.4517412483692169, 'box': [280, 490, 86, 82]}]",False,female
68,Peter Paul Rubens,Baroque,nude painting (nu),Baroque,,https://www.wikiart.org/en/peter-paul-rubens/the-fur-het-pelsken,https://uploads3.wikiart.org/00381/images/peter-paul-rubens/the-fur-het-pelsken-peter-paul-rubens.jpg!Large.jpg,11731-the-fur-het-pelsken-peter-paul-rubens.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7464275360107422, 'box': [105, 535, 73, 56]}, {'class': 'FACE_FEMALE', 'score': 0.7407361268997192, 'box': [100, 66, 52, 46]}, {'class': 'FEET_EXPOSED', 'score': 0.5726158618927002, 'box': [51, 533, 51, 67]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.35173195600509644, 'box': [80, 158, 37, 37]}]",False,female
69,Peter Paul Rubens,Baroque,"nude painting (nu),religious painting",Baroque,,https://www.wikiart.org/en/peter-paul-rubens/the-hermit-and-the-sleeping-angelica,https://uploads2.wikiart.org/00381/images/peter-paul-rubens/the-hermit-and-the-sleeping-angelica-peter-paul-rubens.jpg!Large.jpg,11775-the-hermit-and-the-sleeping-angelica-peter-paul-rubens.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.4378511905670166, 'box': [69, 361, 110, 80]}, {'class': 'BELLY_EXPOSED', 'score': 0.2712768018245697, 'box': [362, 192, 108, 87]}, {'class': 'FEMALE_GENITALIA_EXPOSED', 'score': 0.26838284730911255, 'box': [325, 277, 54, 39]}]",True,female
70,Peter Paul Rubens,Baroque,"sketch and study,nude painting (nu)",Baroque,,https://www.wikiart.org/en/peter-paul-rubens/psyche,https://uploads8.wikiart.org/00381/images/peter-paul-rubens/psyche-peter-paul-rubens.jpg!Large.jpg,11787-psyche-peter-paul-rubens.jpg,,False,unknown
71,Peter Paul Rubens,Baroque,"nude painting (nu),allegorical painting",Baroque,,https://www.wikiart.org/en/peter-paul-rubens/fortuna,https://uploads0.wikiart.org/00381/images/peter-paul-rubens/fortuna-peter-paul-rubens.jpg!Large.jpg,11858-fortuna-peter-paul-rubens.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.7730293273925781, 'box': [127, 486, 80, 60]}, {'class': 'FACE_FEMALE', 'score': 0.7292200922966003, 'box': [173, 84, 51, 45]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.7130192518234253, 'box': [147, 171, 51, 44]}, {'class': 'FEET_EXPOSED', 'score': 0.5726756453514099, 'box': [15, 505, 66, 65]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.49315541982650757, 'box': [64, 265, 49, 77]}, {'class': 'BELLY_EXPOSED', 'score': 0.361638605594635, 'box': [125, 221, 53, 60]}]",True,female
72,Juan Bautista Maíno,Baroque,"religious painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/juan-bautista-maino/magdalena-penitente-1615,https://uploads8.wikiart.org/00320/images/juan-bautista-maino/maino-magdalena-penitente-1615-col-par-ginebra.jpg!Large.jpg,12386-maino-magdalena-penitente-1615-col-par-ginebra.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7260369062423706, 'box': [208, 65, 61, 52]}]",False,female
73,Simon Vouet,Classicism,"mythological painting,nude painting (nu)",Baroque,['Mythology'],https://www.wikiart.org/en/simon-vouet/sleeping-venus-on-clouds-1640,https://uploads4.wikiart.org/00298/images/simon-vouet/simon-werkstatt-vouet-001.jpg!Large.jpg,12798-simon-werkstatt-vouet-001.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.8234575986862183, 'box': [25, 442, 128, 67]}, {'class': 'FEET_EXPOSED', 'score': 0.6259408593177795, 'box': [165, 513, 63, 84]}, {'class': 'FACE_FEMALE', 'score': 0.5772610306739807, 'box': [159, 87, 77, 73]}]",False,female
74,Gerard van Honthorst,Baroque,"genre painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/gerard-van-honthorst/the-soldier-and-the-girl-1621,https://uploads1.wikiart.org/00311/images/gerard-van-honthorst/the-soldier-and-the-girl-by-gerard-van-honthorst.jpg!Large.jpg,13012-the-soldier-and-the-girl-by-gerard-van-honthorst.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7021378874778748, 'box': [175, 182, 117, 110]}, {'class': 'FACE_FEMALE', 'score': 0.6554046869277954, 'box': [77, 161, 111, 100]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.3549608588218689, 'box': [188, 366, 121, 94]}]",False,female
75,Gerard van Honthorst,Tenebrism,"genre painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/gerard-van-honthorst/the-flea-hunt-1621,https://uploads2.wikiart.org/00311/images/gerard-van-honthorst/the-flea-hunt-by-gerrit-van-honthorst-dayton-art-institute.JPG!Large.JPG,13013-the-flea-hunt-by-gerrit-van-honthorst-dayton-art-institute.JPG!Large.JPG,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6687046885490417, 'box': [509, 251, 57, 55]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6353318095207214, 'box': [562, 233, 60, 50]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5903595089912415, 'box': [589, 209, 29, 33]}, {'class': 'FACE_FEMALE', 'score': 0.38885146379470825, 'box': [510, 150, 65, 59]}]",True,female
76,Gerard van Honthorst,Baroque,"allegorical painting,nude painting (nu)",Baroque,['Mythology'],https://www.wikiart.org/en/gerard-van-honthorst/the-steadfast-philosopher-1623,https://uploads2.wikiart.org/00311/images/gerard-van-honthorst/the-steadfast-philosopher-by-gerard-van-hondhorst.jpg!Large.jpg,13021-the-steadfast-philosopher-by-gerard-van-hondhorst.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.7624661922454834, 'box': [504, 328, 106, 90]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6937029957771301, 'box': [472, 273, 45, 56]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.613215982913971, 'box': [454, 247, 37, 38]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.6111478805541992, 'box': [560, 243, 38, 37]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5679553151130676, 'box': [511, 264, 64, 54]}, {'class': 'FACE_FEMALE', 'score': 0.525402843952179, 'box': [445, 142, 61, 61]}, {'class': 'FACE_MALE', 'score': 0.37587782740592957, 'box': [67, 161, 73, 65]}]",True,unknown
77,Gerard van Honthorst,Tenebrism,"genre painting,nude painting (nu)",Baroque,,https://www.wikiart.org/en/gerard-van-honthorst/the-duet-1624,https://uploads5.wikiart.org/00311/images/gerard-van-honthorst/gerrit-van-honthorst-the-duet-1624.jpg!Large.jpg,13036-gerrit-van-honthorst-the-duet-1624.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7786489725112915, 'box': [265, 116, 129, 114]}, {'class': 'FACE_FEMALE', 'score': 0.652337908744812, 'box': [473, 131, 110, 107]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.635195255279541, 'box': [444, 357, 131, 109]}]",True,female
78,Gerard van Honthorst,Baroque,"genre painting,nude painting (nu)",Baroque,['Hand'],https://www.wikiart.org/en/gerard-van-honthorst/smiling-girl-a-courtesan-holding-an-obscene-image-detail-1625,https://uploads5.wikiart.org/00311/images/gerard-van-honthorst/honthorst-detail-20171205.jpg!Large.jpg,13042-honthorst-detail-20171205.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.31868308782577515, 'box': [16, 357, 72, 112]}, {'class': 'FEET_EXPOSED', 'score': 0.30970776081085205, 'box': [-2, 279, 65, 113]}]",False,unknown
79,Gerard van Honthorst,Baroque,"genre painting,nude painting (nu)",Baroque,['Mythology'],https://www.wikiart.org/en/gerard-van-honthorst/fluitspelende-herder-en-vier-nimfen-1632,https://uploads3.wikiart.org/00311/images/gerard-van-honthorst/fluitspelende-herder-en-vier-nimfen-rijksmuseum-sk-a-3270.jpeg!Large.jpeg,13064-fluitspelende-herder-en-vier-nimfen-rijksmuseum-sk-a-3270.jpeg!Large.jpeg,"[{'class': 'FACE_FEMALE', 'score': 0.750504195690155, 'box': [405, 112, 58, 55]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.6209249496459961, 'box': [262, 167, 57, 51]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4998905658721924, 'box': [251, 147, 29, 33]}, {'class': 'FACE_MALE', 'score': 0.4758179783821106, 'box': [315, 74, 59, 52]}]",True,unknown
80,Artemisia Gentileschi,Tenebrism,nude painting (nu),Baroque,['Humanbody'],https://www.wikiart.org/en/artemisia-gentileschi/cleopatra,https://uploads1.wikiart.org/images/artemisia-gentileschi/cleopatra.jpg,13465-cleopatra.jpg,"[{'class': 'FACE_FEMALE', 'score': 0.7391825318336487, 'box': [66, 112, 97, 86]}, {'class': 'BELLY_EXPOSED', 'score': 0.6759849786758423, 'box': [81, 391, 130, 90]}, {'class': 'MALE_BREAST_EXPOSED', 'score': 0.5104259848594666, 'box': [63, 307, 106, 77]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.4200848937034607, 'box': [160, 306, 83, 69]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.39258289337158203, 'box': [81, 286, 58, 38]}]",True,unknown
81,Rembrandt,Baroque,nude painting (nu),Baroque,"['Figuredrawing', 'Sketch', 'Sitting', 'Leg', 'Kneeling']",https://www.wikiart.org/en/rembrandt/seated-female-nude,https://uploads8.wikiart.org/images/rembrandt/seated-female-nude.jpg!Large.jpg,15262-seated-female-nude.jpg,"[{'class': 'FEET_EXPOSED', 'score': 0.4713924527168274, 'box': [181, 514, 90, 68]}, {'class': 'BELLY_EXPOSED', 'score': 0.3067091107368469, 'box': [173, 261, 91, 77]}, {'class': 'FEET_EXPOSED', 'score': 0.28452128171920776, 'box': [300, 515, 98, 55]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.2541731297969818, 'box': [211, 191, 57, 52]}]",True,female
82,Rembrandt,Baroque,nude painting (nu),Baroque,"['Sitting', 'Figuredrawing', 'Sketch']",https://www.wikiart.org/en/rembrandt/nude-man-seated-before-a-curtain-1646,https://uploads0.wikiart.org/images/rembrandt/nude-man-seated-before-a-curtain-1646.jpg!Large.jpg,15620-nude-man-seated-before-a-curtain-1646.jpg,,False,unknown
83,Rembrandt,Baroque,nude painting (nu),Baroque,"['Figuredrawing', 'Sketch']",https://www.wikiart.org/en/rembrandt/nude-man-seated-on-the-ground-with-one-leg-extended-1646,https://uploads1.wikiart.org/images/rembrandt/nude-man-seated-on-the-ground-with-one-leg-extended-1646.jpg!Large.jpg,15621-nude-man-seated-on-the-ground-with-one-leg-extended-1646.jpg,,False,unknown
84,Rembrandt,Baroque,nude painting (nu),Baroque,"['female-nude', 'Photograph', 'Stockphotography']",https://www.wikiart.org/en/rembrandt/a-woman-at-the-bath-with-a-hat-beside-her-1658,https://uploads0.wikiart.org/images/rembrandt/a-woman-at-the-bath-with-a-hat-beside-her-1658.jpg!Large.jpg,15787-a-woman-at-the-bath-with-a-hat-beside-her-1658.jpg,"[{'class': 'BELLY_EXPOSED', 'score': 0.5177830457687378, 'box': [136, 342, 100, 71]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.4398420453071594, 'box': [223, 260, 36, 33]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.4024501442909241, 'box': [172, 276, 70, 56]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.33656612038612366, 'box': [103, 275, 73, 58]}, {'class': 'FACE_MALE', 'score': 0.2711227834224701, 'box': [178, 171, 75, 66]}]",True,unknown
85,Rembrandt,Baroque,nude painting (nu),Baroque,"['fireplaces', 'Lady']",https://www.wikiart.org/en/rembrandt/a-woman-seated-before-a-dutch-stove-1658,https://uploads3.wikiart.org/images/rembrandt/a-woman-seated-before-a-dutch-stove-1658.jpg!Large.jpg,15789-a-woman-seated-before-a-dutch-stove-1658.jpg,"[{'class': 'ARMPITS_EXPOSED', 'score': 0.5534300804138184, 'box': [120, 275, 33, 32]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.3451108932495117, 'box': [187, 289, 43, 41]}, {'class': 'FEET_EXPOSED', 'score': 0.2926790118217468, 'box': [319, 514, 84, 64]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.27581116557121277, 'box': [135, 288, 54, 41]}]",True,female
86,Rembrandt,Baroque,nude painting (nu),Baroque,"['Sketch', 'Organism']",https://www.wikiart.org/en/rembrandt/negress-lying-down-1658,https://uploads4.wikiart.org/images/rembrandt/negress-lying-down-1658.jpg!Large.jpg,15792-negress-lying-down-1658.jpg,,False,unknown
87,Rembrandt,Baroque,nude painting (nu),Baroque,['Figuredrawing'],https://www.wikiart.org/en/rembrandt/seated-naked-woman-woman-bathing-her-feet-at-a-brook-1658,https://uploads2.wikiart.org/images/rembrandt/seated-naked-woman-woman-bathing-her-feet-at-a-brook-1658.jpg!Large.jpg,15794-seated-naked-woman-woman-bathing-her-feet-at-a-brook-1658.jpg,,False,unknown
